"Name","Sex","Group","Date","Stimulus","Note","Filename","Right_foot_centerline_dist_mean","Right_foot_centerline_dist_sd","Right_foot_centerline_dist_Kurtosis","Right_foot_centerline_dist_Skewness","Left_foot_centerline_dist_mean","Left_foot_centerline_dist_sd","Left_foot_centerline_dist_Kurtosis","Left_foot_centerline_dist_Skewness"
"210325S12subM2","M","S12sub",2021-04-14 15:04:49,1,"","2021-04-14 11-04-49 210325S12subM2 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",44.2321225633474,36.0880332698712,3.39404848973677,0.990750970604534,56.9568117643034,37.5161508230751,2.50977168618609,0.631480990756097
"210325S11M3","M","S11",2021-04-15 17:56:57,1,"","2021-04-15 13-56-57 210325S11M3 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",32.61581378132,31.6472222046034,8.11619282437755,2.26820440342479,14.4978977114836,21.8441277796057,13.0214837453918,3.04014111929017
"210326S11M3","M","S11",2021-04-15 18:10:33,1,"","2021-04-15 14-10-33 210326S11M3 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",25.4077509311311,11.8343136337012,4.33650244956837,0.840441279205751,19.39482107288,11.2033476661791,13.4822330255152,2.39326604351859
"210326S12subF2","F","S12sub",2021-04-15 19:14:00,1,"","2021-04-15 15-14-00 210326S12subF2 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",19.7228691136056,10.523658840499,22.1711541699661,2.3871454729714,10.1141988663862,7.86986277331285,46.0569132845789,4.35890768798641
"210326GM1","M","G",2021-04-16 12:47:18,1," use this","2021-04-16 08-47-18 210326GM1 stim01 use thisDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",28.5675571024761,14.5916704826825,9.17370993239733,1.34044958782498,19.8057419689118,14.0653442442205,8.21937897269969,1.52554167260494
"210326S11M2","M","S11",2021-04-16 13:01:51,1," similar to first","2021-04-16 09-01-51 210326S11M2 stim01 similar to firstDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",55.3426499339055,35.1230334052829,2.68184973485484,0.413046075190509,28.8579905757332,29.6334430965667,5.77466009288274,1.76749392507251
"210325S12subF1","F","S12sub",2021-04-16 13:23:09,1," ","2021-04-16 09-23-09 210325S12subF1 stim01 DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",47.1724277094907,18.1798053457702,3.96836443704612,-0.445598060481942,40.9476045209706,25.6233523962319,3.84045767129264,0.976527877301731
"210325GM2","M","G",2021-04-19 14:22:39,1,"","2021-04-19 10-22-39 210325GM2 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",62.4952088053578,29.1551945419114,2.54151680366496,0.0710911291012689,54.4681988692048,33.8877758035322,2.45923241766301,0.51492441883253
"210325GF2","F","G",2021-04-19 14:43:07,1," better flyer than first video","2021-04-19 10-43-07 210325GF2 stim01 better flyer than first videoDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",22.5093086671878,11.8006165275165,6.90055442677047,0.962219208344537,17.918770393347,13.5431591441032,3.84092674924316,0.951090566522044
"210325GM1","M","G",2021-04-19 14:58:11,1," better video than first one","2021-04-19 10-58-11 210325GM1 stim01 better video than first oneDLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",45.1995920548493,23.5755768245283,3.57313320586818,0.608524007905409,57.7174731900814,32.5708246486496,3.90482924013097,0.893037545382983
"210325S11M1","M","S11",2021-04-19 15:06:20,1,"","2021-04-19 11-06-20 210325S11M1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",13.677745061023,10.7854701662882,5.88424070330615,1.26318766654184,35.3975954659387,15.7432565082022,2.7184435884151,0.423831511921355
"210326S12F1","F","S12",2021-04-19 15:28:02,1,"","2021-04-19 11-28-02 210326S12F1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",51.5719927255647,20.4544910093972,5.62690327762753,0.825771726725767,52.0104741735512,27.985401213088,2.86956405612611,0.533351499193212
"210326S12M1","M","S12",2021-04-19 15:39:53,1,"","2021-04-19 11-39-53 210326S12M1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",40.8122029283374,27.0647074344454,8.81168570605417,1.24129823845928,33.8958087817978,30.8093338539049,167.082284240869,8.9126434023967
"210326S11F2","F","S11",2021-04-19 15:58:27,1,"","2021-04-19 11-58-27 210326S11F2 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",43.7928323653428,29.3266400051202,3.816453132207,1.35056018061771,45.9324596833813,28.4591777556713,2.38062516476725,0.132462706579667
"210326S12subM4","M","S12sub",2021-04-19 16:11:49,1,"","2021-04-19 12-11-49 210326S12subM4 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",54.7832117129116,26.7739367208387,3.54477191736287,0.765169798659909,42.88613268438,26.3028184065577,3.5699435039783,0.582931690919553
"210326S12subM1","M","S12sub",2021-04-19 16:32:57,1,"","2021-04-19 12-32-57 210326S12subM1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",48.2779796430534,27.3199307782918,4.14185380199244,0.828501483457621,39.5911762255047,28.4740465699708,2.60651340133902,0.59899047230685
"210326S12subM1","M","S12sub",2021-04-19 16:35:58,1,"","2021-04-19 12-35-58 210326S12subM1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",48.2863059304166,30.5906109267972,30.9903547323172,3.30374015584767,42.0970702675881,26.8555436863216,8.62244865582203,0.971062627518986
"210326S11F1","F","S11",2021-04-19 16:45:37,1,"","2021-04-19 12-45-37 210326S11F1 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",61.7520133605647,21.6800395283632,2.83735792386258,-0.538124897272118,30.9030777123421,30.2562328084835,6.7015244600215,2.03661705881904
"210412UM3","M","U",2021-04-21 14:56:46,1,"","2021-04-21 10-56-46 210412UM3 stim01DLC_resnet50_stim01-trainedJun9shuffle4_320000_filtered.csv",34.360043374306,14.8148201627774,7.73834925387541,1.58565789491333,43.1386929720453,24.2719539805151,4.27279208597057,0.906202268332564
